term,name,definition,category,provenance,provenanceUri,note
thalliumDissolved,"Thallium, dissolved","Dissolved thallium (Tl). ""dissolved"" indicates measurement was made on a filtered sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
thalliumDistributionCoefficient,"Thallium, distribution coefficient","Ratio of concentrations of thallium in two phases in equilibrium with each other. Phases must be specified.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
thalliumParticulate,"Thallium, particulate","Particulate thallium (Tl) in suspension",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
thalliumTotal,"Thallium, total","Total thallium (Tl). ""Total"" indicates was measured on a whole water (unfiltered) sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
thorium,Thorium,"Thorium (Th)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
thoriumDissolved,"Thorium, dissolved","Dissolved thorium. For chemical terms, dissolved indicates a filtered sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
thorium_228,Thorium-228,"An isotope of thorium in the thorium-232 decay series",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
thorium_230,Thorium-230,"An isotope of thorium in the thorium-232 decay series",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
thorium_232,Thorium-232,"A radioactive isotope of thorium which undergoes alpha decay",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
threshold,Threshold,"A level above or below which an action is performed.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
THSWIndex,"THSW Index","The THSW Index uses temperature, humidity, solar radiation, and wind speed to calculate an apparent temperature.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
THWIndex,"THW Index","The THW Index uses temperature, humidity, and wind speed to calculate an apparent temperature.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
tideStage,"Tide stage","Tidal stage",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
timeElapsed,"Time, elapsed","Time elapsed since an event occurred",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
timeStamp,"Time Stamp","The time at which a sensor produces output",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
tinDissolved,"Tin, dissolved","Dissolved tin (Sn). ""Dissolved "" indicates a the measurement was made on a filtered sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
tinTotal,"Tin, total","Total tin (Sn).""Total"" indicates was measured on a whole water (unfiltered) sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
titanium,Titanium,"Titanium (Ti)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
titaniumDissolved,"Titanium, dissolved","Dissolved Titanium",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
toluene,Toluene,"Toluene (C6H5CH3)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
transientSpeciesCoverage,"Transient species coverage","Areal coverage of transient species",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
transpiration,Transpiration,Transpiration,,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
trans_1_2_Dichloroethene,"trans-1,2-Dichloroethene","trans-1,2-Dichloroethene (C2H2Cl2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
trans_1_3_Dichloropropene,"trans-1,3-Dichloropropene","trans-1,3-Dichloropropene (C3H4Cl2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
tributoxyethylPhosphate,"Tributoxyethyl phosphate","Tributoxyethyl phosphate (C42H87O13P)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
trichloroethene,Trichloroethene,"Trichloroethene (C2HCl3)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
triethyleneGlycol,"Triethylene glycol","Triethylene glycol (C6H14O4)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
trifluralin,Trifluralin,"Trifluralin (C13H16F3N3O4)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
triphenylene,Triphenylene,"Triphenylene (C18H12)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
tritium_3H_DeltaTOfH2O,"Tritium (3H), Delta T of H2O","Isotope 3H of water",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
TSI,TSI,"Carlson Trophic State Index is a measurement of eutrophication based on Secchi depth",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
turbidity,Turbidity,Turbidity,,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
uranium,Uranium,"Uranium (U)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
uraniumDissolved,"Uranium, dissolved","Dissolved Uranium. For chemical terms, dissolved indicates a filtered sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
uranium_234,Uranium-234,"An isotope of uranium in the uranium-238 decay series",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
uranium_235,Uranium-235,"An isotope of uranium that can sustain fission chain reaction",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
uranium_238,Uranium-238,"Uranium's most common isotope",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
urea,Urea,"Urea ((NH2)2CO)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
ureaFlux,"Urea flux","Urea ((NH2)2CO) flux",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
vanadiumDissolved,"Vanadium, dissolved","Dissolved vanadium (V). ""Dissolved"" indicates the measurement was made on a filtered sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
vanadiumParticulate,"Vanadium, particulate","Particulate vanadium (V) in suspension",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
vanadiumTotal,"Vanadium, total","Total vanadium (V). ""Total"" indicates was measured on a whole water (unfiltered) sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
vaporPressure,"Vapor pressure","The pressure of a vapor in equilibrium with its non-vapor phases",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
vaporPressureDeficit,"Vapor pressure deficit","The difference between the actual water vapor pressure and the saturation of water vapor pressure at a particular temperature.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
velocity,Velocity,"The velocity of a substance, fluid or object",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
visibility,Visibility,Visibility,,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
voltage,Voltage,"Voltage or Electrical Potential",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
volume,Volume,"Volume. To quantify discharge or hydrograph volume or some other volume measurement.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
volumetricWaterContent,"Volumetric water content","Volume of liquid water relative to bulk volume. Used for example to quantify soil moisture",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
watchdogErrorCount,"Watchdog error count","A counter which counts the number of total datalogger watchdog errors",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
waterColumnEquivalentHeightAbsolute,"Water column equivalent height, absolute","The absolute pressure (combined water + barometric) on a sensor expressed as the height of an equivalent column of water.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
waterColumnEquivalentHeightBarometric,"Water column equivalent height, barometric","Barometric pressure expressed as an equivalent height of water over the sensor.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
waterContent,"Water Content","Quantity of water contained in a material or organism",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
waterDepth,"Water depth","Water depth is the distance between the water surface and the bottom of the water body at a specific location specified by the site location and offset.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
waterDepthAveraged,"Water depth, averaged","Water depth averaged over a channel cross-section or water body.  Averaging method to be specified in methods.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
waterFlux,"Water flux","Water Flux",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
waterLevel,"Water level","Water level relative to datum. The datum may be local or global such as NGVD 1929 and should be specified in the method description for associated data values.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
waterPotential,"Water potential","Water potential is the potential energy of water relative to pure free water (e.g. deionized water) in reference conditions. It quantifies the tendency of water to move from one area to another due to osmosis, gravity, mechanical pressure, or matrix effects including surface tension.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
waterUseAgriculture,"Water Use, Agriculture","Water pumped for Agriculture",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
waterUseCommercialIndustrialPower,"Water Use, Commercial + Industrial + Power","Water pumped by commercial, industrial users.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
waterUseDomesticWells,"Water Use, Domestic wells","Water pumped by domestic wells; residents and landowners not using public supply. Nonagriculture wells.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
waterUsePublicSupply,"Water Use, Public Supply","Water supplied by a public utility",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
waterUseRecreation,"Water Use, Recreation","Recreational water use, for example golf courses.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
waterVaporConcentration,"Water vapor concentration","Water vapor concentration",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
waterVaporDensity,"Water vapor density","Water vapor density",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
waveHeight,"Wave height","The height of a surface wave, measured as the difference in elevation between the wave crest and an adjacent trough.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
weatherConditions,"Weather conditions","Weather conditions",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
wellFlowRate,"Well flow rate","Flow rate from well while pumping",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
wellheadPressure,"Wellhead pressure","The pressure exerted by the fluid at the wellhead or casinghead after the well has been shut off for a period of time, typically 24 hours",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
windChill,"Wind chill","The effect of wind on the temperature felt on human skin.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
windDirection,"Wind direction","Wind direction",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
windGustDirection,"Wind gust direction","Direction of gusts of wind",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
windGustSpeed,"Wind gust speed","Speed of gusts of wind",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
windRun,"Wind Run","The length of flow of air past a point over a time interval. Windspeed times the interval of time.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
windSpeed,"Wind speed","Wind speed",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
windStress,"Wind stress","Drag or trangential force per unit area exerted on a surface by the adjacent layer of moving air",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
wrackCoverage,"Wrack coverage","Areal coverage of dead vegetation",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
xylenesTotal,"Xylenes, total","Total xylenes: C6H4(CH3)2",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
xylosidase,Xylosidase,"An enzyme with system name 4-beta-D-xylan xylohydrolase.[1][2] This enzyme catalyses the following chemical reaction: Hydrolysis of (1->4)-beta-D-xylans, to remove successive D-xylose residues from the non-reducing termini.",Chemistry,Wikipedia,"https://en.wikipedia.org/wiki/Xylan_1,4-b-xylosidase",
zeaxanthin,Zeaxanthin,"The phytoplankton pigment Zeaxanthin",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
zincDissolved,"Zinc, dissolved","Dissolved Zinc (Zn)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
zincDistributionCoefficient,"Zinc, distribution coefficient","Ratio of concentrations of zinc in two phases in equilibrium with each other. Phases must be specified.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
zincParticulate,"Zinc, particulate","Particulate zinc (Zn) in suspension",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
zincTotal,"Zinc, total","Total zinc (Zn).""Total"" indicates was measured on a whole water (unfiltered) sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
zirconDissolved,"Zircon, dissolved","Dissolved Zircon (Zr)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
zirconiumDissolved,"Zirconium, dissolved","Dissolved Zirconium",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
zirconium_95,Zirconium-95,"A radioactive isotope of zirconium with a half-life of 63 days",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
zooplankton,Zooplankton,"Zooplanktonic organisms, non-specific",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
