term,name,definition,category,provenance,provenanceUri,note
evapotranspiration,Evapotranspiration,Evapotranspiration,,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
evapotranspirationPotential,"Evapotranspiration, potential","The amount of water that could be evaporated and transpired if there was sufficient water available.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
e_coli,E-coli,"Escherichia coli",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
fishDetections,"Fish detections","The number of fish identified by the detection equipment",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
flashMemoryErrorCount,"Flash memory error count","A counter which counts the number of  datalogger flash memory errors",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
fluoranthene,Fluoranthene,"Fluoranthene (C16H10), a polycyclic aromatic hydrocarbon (PAH)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
fluorene,Fluorene,"Fluorene (C13H10), a polycyclic aromatic hydrocarbon (PAH)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
fluoride,Fluoride,"Fluoride (F-)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
fluorideDissolved,"Fluoride, dissolved","Dissolved Fluoride (F-)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
fluorine,Fluorine,"Fluorine (F2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
fluorineDissolved,"Fluorine, dissolved","Dissolved Fluorine (F2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
formate,Formate,Formate,,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
formicAcid,"Formic acid","Formic acid (CH2O2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
frequencyOfRotation,"Frequency of Rotation","Number of rotations within a time period",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
frictionVelocity,"Friction velocity","Friction velocity",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
gageHeight,"Gage height","Water level with regard to an arbitrary gage datum (also see Water depth for comparison)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
globalRadiation,"Global Radiation","Solar radiation, direct and diffuse, received from a solid angle of 2p steradians on a horizontal surface. Source: World Meteorological Organization, Meteoterm",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
glutaraldehyde,Glutaraldehyde,"Glutaraldehyde (C5H8O2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
glutathione_S_TransferaseActivity,"Glutathione S-transferase, activity","Glutathione S-transferase (GST) activity",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
glutathione_S_TransferaseDeltaCycleThreshold,"Glutathione S-transferase, delta cycle threshold","Delta cycle threshold for glutathione S-transferase (gst). Cycle threshold is the PCR cycle number at which the fluorescent signal of the gene being amplified crosses the set threshold. Delta cycle threshold for gst is the difference between the cycle threshold (Ct) of gst gene expression and the cycle threshold (Ct) for the gene expression of the reference gene (e.g., beta-actin).",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
grossAlphaRadionuclides,"Gross alpha radionuclides","Gross Alpha Radionuclides",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
grossBetaRadionuclides,"Gross beta radionuclides","Gross Beta Radionuclides",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
groundHeatFlux,"Ground heat flux","Ground heat flux",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
groundwaterDepth,"Groundwater Depth","Groundwater depth is the distance between the water surface and the ground surface at a specific location specified by the site location and offset.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
hardnessCalcium,"Hardness, Calcium","Hardness of calcium",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
hardnessCarbonate,"Hardness, carbonate","Carbonate hardness also known as temporary hardness",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
hardnessMagnesium,"Hardness, Magnesium","Hardness of magnesium",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
hardnessNonCarbonate,"Hardness, non-carbonate","Non-carbonate hardness",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
hardnessTotal,"Hardness, total","Total hardness",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
heatIndex,"Heat index","The combination effect of heat and humidity on the temperature felt by people.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
heightAboveSeaFloor,"height, above sea floor","Vertical distance from the sea floor to a point.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
helium,Helium,Helium,,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
heliumDissolved,"Helium, dissolved","Dissolved Helium (He)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
heptachlor,Heptachlor,"Heptachlor (C10H5Cl7)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
heptachlorEpoxide,"Heptachlor epoxide","Heptachlor epoxide (C10H5Cl7O)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
hexachlorobenzene,Hexachlorobenzene,"Hexachlorobenzene (C6Cl6)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
hexachlorobutadiene,Hexachlorobutadiene,"Hexachlorobutadiene (C4Cl6)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
hexachlorocyclopentadiene,Hexachlorocyclopentadiene,"Hexachlorocyclopentadiene (C5Cl6)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
hexachloroethane,Hexachloroethane,"Hexachloroethane (C2Cl6)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
hexane,Hexane,Hexane,,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
hosphorusPhosphateFlux,"Phosphorus, phosphate flux","Phosphate (PO4) flux",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
hostConnected,"Host connected","A categorical variable marking the attachment of a host computer to a logger. This is used for quality control.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
hydrogen,Hydrogen,Hydrogen,,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
hydrogenDissolved,"Hydrogen, dissolved","Dissolved Hydrogen",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
hydrogenSulfide,"Hydrogen sulfide","Hydrogen sulfide (H2S)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
hydrogen_2_StableIsotopeRatioDelta,"Hydrogen-2, stable isotope ratio delta","Difference in the 2H:1H ratio between the sample and standard",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
imaginaryDielectricConstant,"Imaginary dielectric constant","Soil reponse of a reflected standing electromagnetic wave of a particular frequency which is related to the dissipation (or loss) of energy within the medium. This is the imaginary portion of the complex dielectric constant.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
indeno_1_2_3_cd_Pyrene,"Indeno(1,2,3-cd)pyrene","Indeno(1,2,3-cd)pyrene (C22H12)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
indicator,Indicator,"Binary status to indicate the status of an instrument or other piece of equipment.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
instrumentStatusCode,"Instrument status code","Code value recorded by instrument indicating some information regarding the status of the instrument",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
intercept,Intercept,"The point at which one of the variables in a function equals 0.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
iodideDissolved,"Iodide, dissolved","Dissolved Iodide (I-)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
ironDissolved,"Iron, dissolved","Dissolved Iron (Fe)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
ironFerric,"Iron, ferric","Ferric Iron (Fe+3)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
ironFerrous,"Iron, ferrous","Ferrous Iron (Fe+2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
ironParticulate,"Iron, particulate","Particulate iron (Fe) in suspension",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
ironSulfide,"Iron sulfide","Iron sulfide (FeS2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
ironTotal,"Iron, total","Total Iron (Fe)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
isobutane,Isobutane,Isobutane,,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
isobutyricAcid,"Isobutyric acid","Isobutyric acid (C4H8O2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
isopentane,Isopentane,Isopentane,,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
isophorone,Isophorone,"Isophorone (C9H14O)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
isopropylAlcohol,"Isopropyl alcohol","Isopropyl alcohol (C3H8O)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
isopropylbenzene,Isopropylbenzene,"Isopropylbenzene (C9H12)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
ivaFrutescenscoverage,"Iva frutescens coverage","Areal coverage of the plant Iva frutescens",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
lacticAcid,"Lactic Acid","Lactic Acid (C3H6O3)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
latentHeatFlux,"Latent heat flux","Latent Heat Flux",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
latitude,Latitude,"Latitude as a variable measurement or observation (Spatial reference to be designated in methods).  This is distinct from the latitude of a site which is a site attribute.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
leadDissolved,"Lead, dissolved","Dissolved Lead (Pb). For chemical terms, dissolved indicates a filtered sample",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
leadDistributionCoefficient,"Lead, distribution coefficient","Ratio of concentrations of lead in two phases in equilibrium with each other. Phases must be specified.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
leadParticulate,"Lead, particulate","Particulate lead (Pb) in suspension",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
leadTotal,"Lead, total","Total Lead (Pb). For chemical terms, total indicates an unfiltered sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
leafWetness,"Leaf wetness","The effect of moisture settling on the surface of a leaf as a result of either condensation or rainfall.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
lightAttenuationCoefficient,"Light attenuation coefficient","Light attenuation coefficient",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
limoniumNashiiCoverage,"Limonium nashii Coverage","Areal coverage of the plant Limonium nashii",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
lithiumDissolved,"Lithium, dissolved","Dissolved Lithium (Li). For chemical terms, dissolved indicates a filtered sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
lithiumTotal,"Lithium, total","Total Lithium (Li). For chemical terms, total indicates an unfiltered sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
liverMass,"Liver, mass","Mass of the sample of liver tissue used for analyses",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
loggerStopped,"Logger stopped","A categorical variable indicating that a logger was told to stop recording data. This is used for quality control.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
longitude,Longitude,"Longitude as a variable measurement or observation (Spatial reference to be designated in methods). This is distinct from the longitude of a site which is a site attribute.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
lowBatteryCount,"Low battery count","A counter of the number of times the battery voltage dropped below a minimum threshold",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
LSI,LSI,"Langelier Saturation Index is an indicator of the degree of saturation of water with respect to calcium carbonate",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
luminousFlux,"Luminous Flux","A measure of the total amount of visible light present",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
lyciumCarolinianumCoverage,"Lycium carolinianum Coverage","Areal coverage of the plant Lycium carolinianum",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
magnesiumDissolved,"Magnesium, dissolved","Dissolved Magnesium (Mg)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
magnesiumTotal,"Magnesium, total","Total Magnesium (Mg)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
malathion,Malathion,"Butanedioic acid, [(dimethoxyphosphinothioyl)thio]-, diethyl ester (C10H19O6PS2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
manganeseDissolved,"Manganese, dissolved","Dissolved Manganese (Mn)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
manganeseParticulate,"Manganese, particulate","Particulate manganese (Mn) in suspension",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
manganeseTotal,"Manganese, total","Total manganese (Mn). ""Total"" indicates was measured on a whole water (unfiltered) sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
mass,Mass,"Mass is a property of a physical body. It is generally a measure of an object's resistance to changing its state of motion when a force is applied.","Physical Property",wikipedia,https://en.wikipedia.org/wiki/Mass,
mercuryDissolved,"Mercury, dissolved","Dissolved Mercury (Hg). For chemical terms, dissolved indicates a filtered sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
mercuryTotal,"Mercury, total","Total Mercury (Hg). For chemical terms, total represents an unfiltered sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
methane,Methane,"Methane (CH4)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
methaneDissolved,"Methane, dissolved","Dissolved Methane (CH4)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
methanol,Methanol,"Methanol (CH3OH)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
methoxychlor,Methoxychlor,"Methoxychlor (C16H15Cl3O2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
methylchrysene,Methylchrysene,"Methylchrysene (C19H14)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
methyleneBlueActiveSubstances,"Methylene blue active substances","Methylene Blue Active Substances (MBAS)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
methyleneChloride_Dichloromethane,"Methylene chloride (Dichloromethane)","Methylene chloride (Dichloromethane) (CH2Cl2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
methylfluoranthene,Methylfluoranthene,"Methylfluoranthene (C17H12)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
methylfluorene,Methylfluorene,"Methylfluorene (C14H12)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
methylmercury,Methylmercury,"Methylmercury (CH3Hg)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
methylpyrene,Methylpyrene,"Methylpyrene (C17H12)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
methylTert_ButylEther_MTBE,"Methyl tert-butyl ether (MTBE)","Methyl tert-butyl ether (MTBE) (C5H12O)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
mevinphos,Mevinphos,"Mevinphos (C7H13O6P)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
microsomalProtein,"Microsomal protein","The total protein concentration within the microsomal fraction of cells. Microsomes refer to vesicle-like artifacts reformed from pieces of endoplasmic reticulum when eukaryotic cells are broken up in a laboratory.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
molbydenumDissolved,"Molbydenum, dissolved","Dissolved Molbydenum (Mo). For chemical terms, dissolved indicates a filtered sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
molybdenumTotal,"Molybdenum, total","total Molybdenum (Mo). For chemical terms, total represents an unfiltered sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
momentumFlux,"Momentum flux","Momentum flux",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
monanthochloeLittoralisCoverage,"Monanthochloe littoralis Coverage","Areal coverage of the plant Monanthochloe littoralis",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
NAlbuminoid,"N, albuminoid","Albuminoid Nitrogen",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
naphthalene,Naphthalene,"Naphthalene (C10H8)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
NDVI,NDVI,"Normalized difference vegetation index",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
netHeatFlux,"Net heat flux","Outgoing rate of heat energy transfer minus the incoming rate of heat energy transfer through a given area",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
nickelDissolved,"Nickel, dissolved","Dissolved Nickel (Ni)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
nickelDistributionCoefficient,"Nickel, distribution coefficient","Ratio of concentrations of nickel in two phases in equilibrium with each other. Phases must be specified.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
nickelParticulate,"Nickel, particulate","Particulate nickel (Ni) in suspension",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
nickelTotal,"Nickel, total","Total Nickel (Ni). ""Total"" indicates was measured on a whole water (unfiltered) sample.",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
nitrobenzene,Nitrobenzene,"Nitrobenzene (C6H5NO2)",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
nitrogenDissolvedInorganic,"Nitrogen, dissolved inorganic","Dissolved inorganic nitrogen",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
nitrogenDissolvedKjeldahl,"Nitrogen, dissolved Kjeldahl","Dissolved Kjeldahl (organic nitrogen + ammonia (NH3) + ammonium (NH4))nitrogen",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
nitrogenDissolvedNitrate_NO3,"Nitrogen, dissolved nitrate (NO3)","Dissolved nitrate (NO3) nitrogen",,"Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.",,
